Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
"Wed, Apr 1, 2020",7:00p,Charlotte Hornets,,Orlando Magic,,,,,
"Wed, Apr 1, 2020",7:00p,New Orleans Pelicans,,Washington Wizards,,,,,
"Wed, Apr 1, 2020",7:30p,Miami Heat,,Boston Celtics,,,,,
"Wed, Apr 1, 2020",7:30p,Detroit Pistons,,Brooklyn Nets,,,,,
"Wed, Apr 1, 2020",8:00p,New York Knicks,,Memphis Grizzlies,,,,,
"Wed, Apr 1, 2020",8:00p,Dallas Mavericks,,Minnesota Timberwolves,,,,,
"Wed, Apr 1, 2020",8:00p,Phoenix Suns,,Oklahoma City Thunder,,,,,
"Wed, Apr 1, 2020",9:00p,Toronto Raptors,,Milwaukee Bucks,,,,,
"Wed, Apr 1, 2020",9:00p,Cleveland Cavaliers,,Utah Jazz,,,,,
"Wed, Apr 1, 2020",10:30p,Indiana Pacers,,Los Angeles Lakers,,,,,
"Thu, Apr 2, 2020",8:00p,Golden State Warriors,,Houston Rockets,,,,,
"Thu, Apr 2, 2020",10:00p,Los Angeles Clippers,,Sacramento Kings,,,,,
"Thu, Apr 2, 2020",10:30p,Utah Jazz,,Portland Trail Blazers,,,,,
"Fri, Apr 3, 2020",7:00p,Miami Heat,,Detroit Pistons,,,,,
"Fri, Apr 3, 2020",7:00p,Brooklyn Nets,,Indiana Pacers,,,,,
"Fri, Apr 3, 2020",7:00p,Philadelphia 76ers,,Washington Wizards,,,,,
"Fri, Apr 3, 2020",7:30p,Charlotte Hornets,,Atlanta Hawks,,,,,
"Fri, Apr 3, 2020",7:30p,Orlando Magic,,Boston Celtics,,,,,
"Fri, Apr 3, 2020",7:30p,Minnesota Timberwolves,,New York Knicks,,,,,
"Fri, Apr 3, 2020",7:30p,Milwaukee Bucks,,Toronto Raptors,,,,,
Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
"Fri, Apr 3, 2020",8:00p,Dallas Mavericks,,Memphis Grizzlies,,,,,
"Fri, Apr 3, 2020",8:30p,Golden State Warriors,,San Antonio Spurs,,,,,
"Fri, Apr 3, 2020",9:00p,Chicago Bulls,,Denver Nuggets,,,,,
"Fri, Apr 3, 2020",10:00p,Cleveland Cavaliers,,Phoenix Suns,,,,,
"Sat, Apr 4, 2020",3:30p,Oklahoma City Thunder,,Los Angeles Clippers,,,,,
"Sat, Apr 4, 2020",10:00p,Los Angeles Lakers,,Sacramento Kings,,,,,
"Sun, Apr 5, 2020",1:00p,Atlanta Hawks,,Charlotte Hornets,,,,,
"Sun, Apr 5, 2020",1:00p,Orlando Magic,,Philadelphia 76ers,,,,,
"Sun, Apr 5, 2020",3:30p,Milwaukee Bucks,,Boston Celtics,,,,,
"Sun, Apr 5, 2020",5:00p,Washington Wizards,,Indiana Pacers,,,,,
"Sun, Apr 5, 2020",5:00p,Miami Heat,,New York Knicks,,,,,
"Sun, Apr 5, 2020",6:00p,Dallas Mavericks,,Brooklyn Nets,,,,,
"Sun, Apr 5, 2020",6:00p,Utah Jazz,,Denver Nuggets,,,,,
"Sun, Apr 5, 2020",6:00p,Chicago Bulls,,Phoenix Suns,,,,,
"Sun, Apr 5, 2020",7:00p,Toronto Raptors,,Houston Rockets,,,,,
"Sun, Apr 5, 2020",7:00p,Detroit Pistons,,Minnesota Timberwolves,,,,,
"Sun, Apr 5, 2020",7:00p,New Orleans Pelicans,,San Antonio Spurs,,,,,
"Sun, Apr 5, 2020",9:00p,Memphis Grizzlies,,Portland Trail Blazers,,,,,
"Sun, Apr 5, 2020",9:00p,Cleveland Cavaliers,,Sacramento Kings,,,,,
"Sun, Apr 5, 2020",9:30p,Oklahoma City Thunder,,Los Angeles Lakers,,,,,
Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
"Tue, Apr 7, 2020",7:00p,Toronto Raptors,,Washington Wizards,,,,,
"Tue, Apr 7, 2020",7:30p,Detroit Pistons,,Atlanta Hawks,,,,,
"Tue, Apr 7, 2020",7:30p,Indiana Pacers,,Miami Heat,,,,,
"Tue, Apr 7, 2020",7:30p,Milwaukee Bucks,,Philadelphia 76ers,,,,,
"Tue, Apr 7, 2020",8:00p,Phoenix Suns,,Minnesota Timberwolves,,,,,
"Tue, Apr 7, 2020",8:00p,Charlotte Hornets,,New Orleans Pelicans,,,,,
"Tue, Apr 7, 2020",8:00p,Brooklyn Nets,,Oklahoma City Thunder,,,,,
"Tue, Apr 7, 2020",8:30p,Houston Rockets,,Dallas Mavericks,,,,,
"Tue, Apr 7, 2020",8:30p,Sacramento Kings,,San Antonio Spurs,,,,,
"Tue, Apr 7, 2020",9:00p,Memphis Grizzlies,,Denver Nuggets,,,,,
"Tue, Apr 7, 2020",10:00p,Cleveland Cavaliers,,Portland Trail Blazers,,,,,
"Tue, Apr 7, 2020",10:00p,Los Angeles Clippers,,Utah Jazz,,,,,
"Tue, Apr 7, 2020",10:30p,Chicago Bulls,,Los Angeles Lakers,,,,,
"Wed, Apr 8, 2020",7:00p,Indiana Pacers,,Boston Celtics,,,,,
"Wed, Apr 8, 2020",7:00p,Toronto Raptors,,Charlotte Hornets,,,,,
"Wed, Apr 8, 2020",7:30p,Orlando Magic,,New York Knicks,,,,,
"Wed, Apr 8, 2020",9:30p,San Antonio Spurs,,Houston Rockets,,,,,
"Wed, Apr 8, 2020",10:30p,Cleveland Cavaliers,,Golden State Warriors,,,,,
"Wed, Apr 8, 2020",10:30p,Chicago Bulls,,Los Angeles Clippers,,,,,
"Thu, Apr 9, 2020",7:30p,Detroit Pistons,,Miami Heat,,,,,
Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
"Thu, Apr 9, 2020",8:00p,Brooklyn Nets,,Milwaukee Bucks,,,,,
"Thu, Apr 9, 2020",8:00p,Sacramento Kings,,Minnesota Timberwolves,,,,,
"Thu, Apr 9, 2020",8:00p,Phoenix Suns,,New Orleans Pelicans,,,,,
"Thu, Apr 9, 2020",10:00p,Denver Nuggets,,Portland Trail Blazers,,,,,
"Thu, Apr 9, 2020",10:30p,Golden State Warriors,,Los Angeles Lakers,,,,,
"Fri, Apr 10, 2020",7:00p,Boston Celtics,,Orlando Magic,,,,,
"Fri, Apr 10, 2020",7:30p,Atlanta Hawks,,Toronto Raptors,,,,,
"Fri, Apr 10, 2020",8:00p,Washington Wizards,,Houston Rockets,,,,,
"Fri, Apr 10, 2020",8:00p,New York Knicks,,Oklahoma City Thunder,,,,,
"Fri, Apr 10, 2020",8:30p,Philadelphia 76ers,,San Antonio Spurs,,,,,
"Sat, Apr 11, 2020",3:00p,Detroit Pistons,,Dallas Mavericks,,,,,
"Sat, Apr 11, 2020",7:00p,Washington Wizards,,Charlotte Hornets,,,,,
"Sat, Apr 11, 2020",7:00p,Orlando Magic,,Indiana Pacers,,,,,
"Sat, Apr 11, 2020",7:00p,Philadelphia 76ers,,New Orleans Pelicans,,,,,
"Sat, Apr 11, 2020",7:30p,Milwaukee Bucks,,Cleveland Cavaliers,,,,,
"Sat, Apr 11, 2020",8:00p,Brooklyn Nets,,Chicago Bulls,,,,,
"Sat, Apr 11, 2020",8:00p,Oklahoma City Thunder,,Memphis Grizzlies,,,,,
"Sat, Apr 11, 2020",8:00p,Boston Celtics,,Miami Heat,,,,,
"Sat, Apr 11, 2020",8:30p,Golden State Warriors,,Los Angeles Clippers,,,,,
"Sat, Apr 11, 2020",9:00p,Sacramento Kings,,Denver Nuggets,,,,,
Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
"Sat, Apr 11, 2020",10:00p,Utah Jazz,,Phoenix Suns,,,,,
"Sun, Apr 12, 2020",3:30p,Houston Rockets,,San Antonio Spurs,,,,,
"Sun, Apr 12, 2020",6:00p,New York Knicks,,Toronto Raptors,,,,,
"Sun, Apr 12, 2020",7:00p,Atlanta Hawks,,Milwaukee Bucks,,,,,
"Sun, Apr 12, 2020",9:30p,Minnesota Timberwolves,,Los Angeles Lakers,,,,,
"Mon, Apr 13, 2020",7:00p,Miami Heat,,Charlotte Hornets,,,,,
"Mon, Apr 13, 2020",7:00p,Brooklyn Nets,,Cleveland Cavaliers,,,,,
"Mon, Apr 13, 2020",7:00p,Boston Celtics,,Detroit Pistons,,,,,
"Mon, Apr 13, 2020",7:00p,San Antonio Spurs,,Indiana Pacers,,,,,
"Mon, Apr 13, 2020",8:00p,Orlando Magic,,Chicago Bulls,,,,,
"Mon, Apr 13, 2020",8:00p,Phoenix Suns,,Houston Rockets,,,,,
