Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
"Sun, Oct 21, 2018",6:00p,Atlanta Hawks,133,Cleveland Cavaliers,111,Box Score,,19432,
"Sun, Oct 21, 2018",7:00p,Sacramento Kings,131,Oklahoma City Thunder,120,Box Score,,18203,
"Sun, Oct 21, 2018",8:00p,Golden State Warriors,98,Denver Nuggets,100,Box Score,,19520,
"Sun, Oct 21, 2018",9:00p,Houston Rockets,112,Los Angeles Clippers,115,Box Score,,16149,
"Mon, Oct 22, 2018",7:30p,Orlando Magic,93,Boston Celtics,90,Box Score,,18624,
Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
"Mon, Oct 22, 2018",7:30p,Charlotte Hornets,106,Toronto Raptors,127,Box Score,,19800,
"Mon, Oct 22, 2018",8:00p,New York Knicks,113,Milwaukee Bucks,124,Box Score,,16228,
"Mon, Oct 22, 2018",8:00p,Indiana Pacers,91,Minnesota Timberwolves,101,Box Score,,10371,
"Mon, Oct 22, 2018",8:30p,Chicago Bulls,109,Dallas Mavericks,115,Box Score,,19291,
"Mon, Oct 22, 2018",9:00p,Memphis Grizzlies,92,Utah Jazz,84,Box Score,,18306,
"Mon, Oct 22, 2018",10:00p,Washington Wizards,125,Portland Trail Blazers,124,Box Score,OT,19187,
"Mon, Oct 22, 2018",10:30p,Phoenix Suns,103,Golden State Warriors,123,Box Score,,19596,
"Mon, Oct 22, 2018",10:30p,San Antonio Spurs,143,Los Angeles Lakers,142,Box Score,OT,18997,
"Tue, Oct 23, 2018",7:00p,Philadelphia 76ers,132,Detroit Pistons,133,Box Score,OT,14418,
"Tue, Oct 23, 2018",8:00p,Los Angeles Clippers,109,New Orleans Pelicans,116,Box Score,,14625,
"Tue, Oct 23, 2018",9:00p,Sacramento Kings,112,Denver Nuggets,126,Box Score,,13214,
"Wed, Oct 24, 2018",7:00p,Dallas Mavericks,104,Atlanta Hawks,111,Box Score,,16705,
"Wed, Oct 24, 2018",7:00p,Brooklyn Nets,102,Cleveland Cavaliers,86,Box Score,,19432,
"Wed, Oct 24, 2018",7:30p,New York Knicks,87,Miami Heat,110,Box Score,,19600,
"Wed, Oct 24, 2018",7:30p,Minnesota Timberwolves,105,Toronto Raptors,112,Box Score,,19800,
"Wed, Oct 24, 2018",8:00p,Charlotte Hornets,110,Chicago Bulls,112,Box Score,,19170,
"Wed, Oct 24, 2018",8:00p,Utah Jazz,100,Houston Rockets,89,Box Score,,18055,
"Wed, Oct 24, 2018",8:30p,Indiana Pacers,116,San Antonio Spurs,96,Box Score,,18354,
"Wed, Oct 24, 2018",9:30p,Philadelphia 76ers,108,Milwaukee Bucks,123,Box Score,,17341,
"Wed, Oct 24, 2018",10:00p,Los Angeles Lakers,131,Phoenix Suns,113,Box Score,,18055,
Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
"Wed, Oct 24, 2018",10:00p,Memphis Grizzlies,92,Sacramento Kings,97,Box Score,,14198,
"Wed, Oct 24, 2018",10:30p,Washington Wizards,122,Golden State Warriors,144,Box Score,,19596,
"Thu, Oct 25, 2018",7:00p,Cleveland Cavaliers,103,Detroit Pistons,110,Box Score,,15896,
"Thu, Oct 25, 2018",7:00p,Portland Trail Blazers,128,Orlando Magic,114,Box Score,,15114,
"Thu, Oct 25, 2018",8:00p,Boston Celtics,101,Oklahoma City Thunder,95,Box Score,,18203,
"Thu, Oct 25, 2018",10:30p,Denver Nuggets,114,Los Angeles Lakers,121,Box Score,,18997,
"Fri, Oct 26, 2018",7:00p,Chicago Bulls,106,Charlotte Hornets,135,Box Score,,15220,
"Fri, Oct 26, 2018",7:30p,Golden State Warriors,128,New York Knicks,100,Box Score,,19812,
"Fri, Oct 26, 2018",7:30p,Dallas Mavericks,107,Toronto Raptors,116,Box Score,,19800,
"Fri, Oct 26, 2018",8:00p,Los Angeles Clippers,133,Houston Rockets,113,Box Score,,18055,
"Fri, Oct 26, 2018",8:00p,Milwaukee Bucks,125,Minnesota Timberwolves,95,Box Score,,16334,
"Fri, Oct 26, 2018",8:00p,Brooklyn Nets,115,New Orleans Pelicans,117,Box Score,,15272,
"Fri, Oct 26, 2018",10:00p,Washington Wizards,112,Sacramento Kings,116,Box Score,,14101,
"Sat, Oct 27, 2018",7:00p,Boston Celtics,109,Detroit Pistons,89,Box Score,,18120,
"Sat, Oct 27, 2018",7:00p,Utah Jazz,132,New Orleans Pelicans,111,Box Score,,16373,
"Sat, Oct 27, 2018",7:30p,Chicago Bulls,97,Atlanta Hawks,85,Box Score,,15549,
"Sat, Oct 27, 2018",7:30p,Indiana Pacers,119,Cleveland Cavaliers,107,Box Score,,19432,
"Sat, Oct 27, 2018",7:30p,Charlotte Hornets,103,Philadelphia 76ers,105,Box Score,,20203,
"Sat, Oct 27, 2018",8:00p,Phoenix Suns,96,Memphis Grizzlies,117,Box Score,,15926,
"Sat, Oct 27, 2018",8:00p,Portland Trail Blazers,111,Miami Heat,120,Box Score,,19600,
Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
"Sat, Oct 27, 2018",8:30p,Orlando Magic,91,Milwaukee Bucks,113,Box Score,,17341,
"Sat, Oct 27, 2018",8:30p,Los Angeles Lakers,106,San Antonio Spurs,110,Box Score,,18589,
"Sun, Oct 28, 2018",5:00p,Golden State Warriors,120,Brooklyn Nets,114,Box Score,,17732,
"Sun, Oct 28, 2018",7:00p,Utah Jazz,113,Dallas Mavericks,104,Box Score,,19571,
"Sun, Oct 28, 2018",7:00p,Phoenix Suns,110,Oklahoma City Thunder,117,Box Score,,18203,
"Sun, Oct 28, 2018",9:30p,Washington Wizards,104,Los Angeles Clippers,136,Box Score,,16491,
"Mon, Oct 29, 2018",7:00p,Portland Trail Blazers,103,Indiana Pacers,93,Box Score,,15788,
"Mon, Oct 29, 2018",7:00p,Atlanta Hawks,92,Philadelphia 76ers,113,Box Score,,20269,
"Mon, Oct 29, 2018",7:30p,Sacramento Kings,123,Miami Heat,113,Box Score,,19600,
"Mon, Oct 29, 2018",7:30p,Brooklyn Nets,96,New York Knicks,115,Box Score,,19221,
"Mon, Oct 29, 2018",8:00p,Golden State Warriors,149,Chicago Bulls,124,Box Score,,21076,
"Mon, Oct 29, 2018",8:00p,Toronto Raptors,109,Milwaukee Bucks,124,Box Score,,17341,
"Mon, Oct 29, 2018",8:00p,Los Angeles Lakers,120,Minnesota Timberwolves,124,Box Score,,18978,
"Mon, Oct 29, 2018",8:30p,Dallas Mavericks,108,San Antonio Spurs,113,Box Score,OT,18354,
"Mon, Oct 29, 2018",9:00p,New Orleans Pelicans,111,Denver Nuggets,116,Box Score,,15217,
"Tue, Oct 30, 2018",7:00p,Miami Heat,113,Charlotte Hornets,125,Box Score,,14117,
"Tue, Oct 30, 2018",7:00p,Atlanta Hawks,114,Cleveland Cavaliers,136,Box Score,,19432,
"Tue, Oct 30, 2018",7:00p,Sacramento Kings,107,Orlando Magic,99,Box Score,,15074,
"Tue, Oct 30, 2018",7:30p,Detroit Pistons,105,Boston Celtics,108,Box Score,,18624,
"Tue, Oct 30, 2018",7:30p,Philadelphia 76ers,112,Toronto Raptors,129,Box Score,,19800,
Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
"Tue, Oct 30, 2018",8:00p,Portland Trail Blazers,104,Houston Rockets,85,Box Score,,18055,
"Tue, Oct 30, 2018",8:00p,Washington Wizards,95,Memphis Grizzlies,107,Box Score,,14106,
"Tue, Oct 30, 2018",8:00p,Los Angeles Clippers,110,Oklahoma City Thunder,128,Box Score,,18203,
"Wed, Oct 31, 2018",7:30p,Detroit Pistons,119,Brooklyn Nets,120,Box Score,OT,12862,
"Wed, Oct 31, 2018",8:00p,Denver Nuggets,108,Chicago Bulls,107,Box Score,OT,19027,
"Wed, Oct 31, 2018",8:00p,Utah Jazz,125,Minnesota Timberwolves,128,Box Score,,10079,
"Wed, Oct 31, 2018",8:00p,Indiana Pacers,107,New York Knicks,101,Box Score,,18295,
"Wed, Oct 31, 2018",10:30p,New Orleans Pelicans,121,Golden State Warriors,131,Box Score,,19596,
"Wed, Oct 31, 2018",10:30p,Dallas Mavericks,113,Los Angeles Lakers,114,Box Score,,18997,
"Wed, Oct 31, 2018",10:30p,San Antonio Spurs,120,Phoenix Suns,90,Box Score,,12328,
